"contact_id","first_name","last_name","email","category_id","category","subcategory_id","subcategory","cf_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date"
5154,"Constance","Maldonado","constance.maldonado@spiess.net","cat7","games","subcat21","mobile games",1599,"Johnson-Lee","Intuitive exuding process improvement",60900,102751,"successful",943,"US","USD","2020-08-07","2021-06-15"
5005,"Giampiero","Carlier","giampiero.carlier@hotmail.com","cat5","film & video","subcat11","animation",905,"Pineda Group","Exclusive real-time protocol",137900,165352,"successful",2468,"US","USD","2021-05-12","2021-10-18"
1349,"Carlo","Jacquot","carlo.jacquot@hotmail.com","cat7","games","subcat21","mobile games",146,"Hoffman-Howard","Extended encompassing application",85600,165798,"successful",2551,"US","USD","2020-12-19","2021-03-10"
3670,"Gabriel","Robles","gabriel.robles@yahoo.com","cat7","games","subcat12","video games",1632,"Miranda, Hall and Mcgrath","Progressive value-added ability",2400,10084,"successful",101,"US","USD","2021-01-25","2021-06-15"
2912,"Gerd","Gunpf","gerd.gunpf@gmail.com","cat4","theater","subcat4","plays",537,"Williams, Carter and Gonzalez","Cross-platform uniform hardware",7200,5523,"canceled",67,"US","USD","2021-02-12","2021-09-13"
4336,"Ashley","Hellwig","ashley.hellwig@libero.it","cat4","theater","subcat4","plays",1289,"Davis-Rodriguez","Progressive secondary portal",3400,5823,"successful",92,"US","USD","2020-12-05","2021-11-09"
5576,"Patrick","Rosas","patrick.rosas@yahoo.com","cat5","film & video","subcat11","animation",2712,"Reid, Rivera and Perry","Multi-lateral national adapter",3800,6000,"successful",62,"US","USD","2021-10-15","2021-10-19"
2736,"Lilla","Leonard","lilla.leonard@jungfer.com","cat7","games","subcat12","video games",1980,"Mendoza-Parker","Enterprise-wide motivating matrices",7500,8181,"successful",149,"IT","EUR","2020-06-16","2021-06-28"
3321,"Tony","Nicolas","tony.nicolas@morrocco-seddio.net","cat5","film & video","subcat11","animation",296,"Lee, Ali and Guzman","Polarized upward-trending Local Area Network",8600,3589,"failed",92,"US","USD","2020-09-15","2021-02-23"
3353,"Allegra","Benedetti","allegra.benedetti@miller.com","cat2","music","subcat2","rock",1760,"Gallegos-Cobb","Object-based directional function",39500,4323,"failed",57,"AU","AUD","2021-01-21","2021-12-01"
2336,"Camille","Tafuri","camille.tafuri@aol.de","cat5","film & video","subcat11","animation",2435,"Ellison PLC","Re-contextualized tangible open architecture",9300,14822,"successful",329,"US","USD","2021-03-15","2021-11-14"
4369,"Juan","Wheeler","juan.wheeler@gilmore.net","cat4","theater","subcat4","plays",2343,"Bolton, Sanchez and Carrillo","Distributed systemic adapter",2400,10138,"successful",97,"DK","DKK","2020-06-11","2021-02-28"
4464,"Leopoldo","Johnson","leopoldo.johnson@hotmail.com.au","cat3","technology","subcat9","wearables",2556,"Mason-Sanders","Networked web-enabled instruction set",3200,3127,"failed",41,"US","USD","2021-04-12","2021-12-03"
5626,"Dietmar","Grenier","dietmar.grenier@tele2.it","cat4","theater","subcat4","plays",2495,"Pitts-Reed","Vision-oriented dynamic service-desk",29400,123124,"successful",1784,"US","USD","2020-04-19","2021-02-20"
1669,"Leonid","Scholl","leonid.scholl@collin.com","cat6","publishing","subcat10","nonfiction",2497,"Gonzalez-Martinez","Vision-oriented actuating open system",168500,171729,"successful",1684,"AU","AUD","2021-01-17","2021-07-23"
5544,"Olivie","Contarini","olivie.contarini@marshall-wright.biz","cat2","music","subcat2","rock",1955,"Hill, Martin and Garcia","Sharable scalable core",8400,10729,"successful",250,"US","USD","2020-08-22","2021-03-01"
6078,"Jeffery","Lacroix","jeffery.lacroix@medina.org","cat4","theater","subcat4","plays",1129,"Garcia PLC","Customer-focused attitude-oriented function",2300,10240,"successful",238,"US","USD","2021-04-17","2021-08-28"
2580,"Edeltraud","Chavez","edeltraud.chavez@hotmail.com.au","cat4","theater","subcat4","plays",636,"Herring-Bailey","Reverse-engineered system-worthy extranet",700,3988,"successful",53,"US","USD","2021-05-02","2021-12-28"
3592,"Mesut","Morvan","mesut.morvan@gmail.com","cat4","theater","subcat4","plays",434,"Russell-Gardner","Re-engineered systematic monitoring",2900,14771,"successful",214,"US","USD","2020-09-16","2021-03-22"
4914,"Gregory","Jackson","gregory.jackson@ortiz.com","cat3","technology","subcat3","web",1231,"Walters-Carter","Seamless value-added standardization",4500,14649,"successful",222,"US","USD","2020-11-20","2021-11-27"
3848,"Nicola","Rossi","nicola.rossi@berry.org","cat6","publishing","subcat14","fiction",3162,"Johnson, Patterson and Montoya","Triple-buffered fresh-thinking frame",19800,184658,"successful",1884,"US","USD","2020-09-20","2021-01-15"
2619,"Eddie","Collazo","eddie.collazo@gmail.com","cat7","games","subcat21","mobile games",1717,"Roberts and Sons","Streamlined holistic knowledgebase",6200,13103,"successful",218,"AU","AUD","2020-11-03","2021-08-02"
4605,"Philippe","Gardner","philippe.gardner@howells-jones.net","cat6","publishing","subcat19","translations",211,"Avila-Nelson","Up-sized intermediate website",61500,168095,"successful",6465,"US","USD","2020-03-25","2021-02-19"
6147,"Roy","Fox","roy.fox@tejeda.com","cat2","music","subcat2","rock",2635,"Robbins and Sons","Future-proofed directional synergy",100,3,"failed",1,"US","USD","2020-09-16","2021-02-27"
1383,"Heiderose","Garcia","heiderose.garcia@noos.fr","cat4","theater","subcat4","plays",1854,"Singleton Ltd","Enhanced user-facing function",7100,3840,"failed",101,"US","USD","2020-08-01","2021-07-30"
1757,"Claudine","Rowley","claudine.rowley@industrias.com","cat4","theater","subcat4","plays",436,"Perez PLC","Operative bandwidth-monitored interface",1000,6263,"successful",59,"US","USD","2020-11-25","2021-08-28"
4390,"Astrid","Roht","astrid.roht@fastwebnet.it","cat5","film & video","subcat7","drama",2965,"Rogers, Jacobs and Jackson","Upgradable multi-state instruction set",121500,108161,"failed",1335,"CA","CAD","2020-09-03","2021-02-24"
4165,"Auguste","Burnett","auguste.burnett@yahoo.fr","cat6","publishing","subcat10","nonfiction",1034,"Barry Group","De-engineered static Local Area Network",4600,8505,"successful",88,"US","USD","2021-06-24","2021-08-28"
4529,"Pellegrino","Allen","pellegrino.allen@gmail.com","cat2","music","subcat2","rock",614,"Rosales, Branch and Harmon","Upgradable grid-enabled superstructure",80500,96735,"successful",1697,"US","USD","2020-11-03","2021-09-27"
6084,"Angela","Bowers","angela.bowers@laboratorios.com","cat2","music","subcat2","rock",1792,"Smith-Reid","Optimized actuating toolset",4100,959,"failed",15,"GB","GBP","2020-11-03","2021-10-17"
2916,"Michael","Descamps","michael.descamps@gmail.com","cat4","theater","subcat4","plays",121,"Williams Inc","Decentralized exuding strategy",5700,8322,"successful",92,"US","USD","2020-05-03","2021-05-08"
2005,"Heidelore","Kennedy","heidelore.kennedy@guinizzelli.org","cat4","theater","subcat4","plays",2936,"Duncan, Mcdonald and Miller","Assimilated coherent hardware",5000,13424,"successful",186,"US","USD","2020-11-14","2021-10-24"
2261,"Lucrezia","Koch","lucrezia.koch@petit.com","cat8","photography","subcat15","photography books",2081,"Watkins Ltd","Multi-channeled responsive implementation",1800,10755,"successful",138,"US","USD","2021-04-07","2021-06-30"
5342,"Ivan","Accardo","ivan.accardo@web.de","cat2","music","subcat2","rock",1204,"Allen-Jones","Centralized modular initiative",6300,9935,"successful",261,"US","USD","2021-07-15","2021-10-12"
4087,"Karen","Avogadro","karen.avogadro@yahoo.com","cat2","music","subcat2","rock",669,"Mason-Smith","Reverse-engineered cohesive migration",84300,26303,"failed",454,"US","USD","2021-08-04","2021-09-13"
2761,"Laetitia","Gallet","laetitia.gallet@aubry.org","cat2","music","subcat8","indie rock",735,"Lloyd, Kennedy and Davis","Compatible multimedia hub",1700,5328,"successful",107,"US","USD","2021-02-27","2021-10-02"
2908,"Amico","Gosselin","amico.gosselin@shaw.info","cat8","photography","subcat15","photography books",933,"Walker Ltd","Organic eco-centric success",2900,10756,"successful",199,"US","USD","2020-10-26","2021-05-06"
2155,"Ilaria","Bowen","ilaria.bowen@hotmail.it","cat4","theater","subcat4","plays",3055,"Gordon PLC","Virtual reciprocal policy",45600,165375,"successful",5512,"US","USD","2021-08-29","2021-10-30"
5642,"Marlen","Coardi","marlen.coardi@colletti.eu","cat4","theater","subcat4","plays",270,"Lee and Sons","Persevering interactive emulation",4900,6031,"successful",86,"US","USD","2020-05-15","2021-03-10"
6217,"Rafael","Alexander","rafael.alexander@jenkins.com","cat2","music","subcat18","jazz",647,"Cole LLC","Proactive responsive emulation",111900,85902,"failed",3182,"IT","EUR","2021-08-07","2022-01-13"
4222,"Herma","Gabbana","herma.gabbana@hotmail.com","cat4","theater","subcat4","plays",1219,"Acosta PLC","Extended eco-centric function",61600,143910,"successful",2768,"AU","AUD","2021-05-08","2021-09-24"
4798,"Zachary","Vespucci","zachary.vespucci@industrias.com","cat5","film & video","subcat5","documentary",1257,"Brown-Mckee","Networked optimal productivity",1500,2708,"successful",48,"US","USD","2021-03-23","2022-01-10"
5660,"Marisol","Richard","marisol.richard@gmail.com","cat5","film & video","subcat20","television",2162,"Miles and Sons","Persistent attitude-oriented approach",3500,8842,"successful",87,"US","USD","2021-06-11","2021-06-24"
5000,"Joseph","Glover","joseph.glover@laposte.net","cat7","games","subcat12","video games",2274,"Sawyer, Horton and Williams","Triple-buffered 4thgeneration toolset",173900,47260,"canceled",1890,"US","USD","2021-10-07","2021-10-13"
2809,"Lauretta","Neal","lauretta.neal@hotmail.de","cat8","photography","subcat15","photography books",2284,"Foley-Cox","Progressive zero administration leverage",153700,1953,"live",61,"US","USD","2021-07-09","2022-01-13"
3349,"Simone","Sauvage","simone.sauvage@yahoo.com","cat4","theater","subcat4","plays",407,"Horton, Morrison and Clark","Networked radical neural-net",51100,155349,"successful",1894,"US","USD","2021-06-18","2021-10-25"
3647,"Ramona","Brooks","ramona.brooks@kensy.de","cat4","theater","subcat4","plays",2440,"Thomas and Sons","Re-engineered heuristic forecast",7800,10704,"successful",282,"CA","CAD","2020-11-04","2021-07-15"
5745,"Gioele","Schwital","gioele.schwital@moody.com","cat4","theater","subcat4","plays",2476,"Morgan-Jenkins","Fully-configurable background algorithm",2400,773,"failed",15,"US","USD","2021-09-13","2021-12-03"
2583,"Elena","Jimenez","elena.jimenez@yahoo.com.au","cat6","publishing","subcat19","translations",41,"Ward, Sanchez and Kemp","Stand-alone discrete Graphical User Interface",3900,9419,"successful",116,"US","USD","2021-06-02","2021-12-31"
5441,"Pam","Vargas","pam.vargas@guillot.net","cat7","games","subcat12","video games",890,"Fields Ltd","Front-line foreground project",5500,5324,"failed",133,"US","USD","2021-05-23","2021-06-21"
2090,"Alison","Morales","alison.morales@lewis.com","cat4","theater","subcat4","plays",2743,"Ramos-Mitchell","Persevering system-worthy info-mediaries",700,7465,"successful",83,"US","USD","2020-12-14","2021-04-24"
3386,"Marc","Aumann","marc.aumann@holland.com","cat3","technology","subcat3","web",266,"Higgins, Davis and Salazar","Distributed multi-tasking strategy",2700,8799,"successful",91,"US","USD","2021-03-28","2021-08-23"
1816,"Carla","Butler","carla.butler@yahoo.com","cat4","theater","subcat4","plays",3113,"Smith-Jenkins","Vision-oriented methodical application",8000,13656,"successful",546,"US","USD","2020-10-02","2021-07-25"
4718,"Dionigi","Bruce","dionigi.bruce@industrias.com","cat5","film & video","subcat11","animation",1909,"Braun PLC","Function-based high-level infrastructure",2500,14536,"successful",393,"US","USD","2021-07-06","2021-11-05"
1677,"Frank","Henry","frank.henry@yahoo.com","cat4","theater","subcat4","plays",962,"Drake PLC","Profound object-oriented paradigm",164500,150552,"failed",2062,"US","USD","2020-02-25","2021-04-06"
4218,"Brent","Pons","brent.pons@proyectos.net","cat5","film & video","subcat20","television",213,"Ross, Kelly and Brown","Virtual contextually-based circuit",8400,9076,"successful",133,"US","USD","2021-07-20","2021-08-18"
4548,"Patricia","Liebelt","patricia.liebelt@baca.org","cat2","music","subcat2","rock",2741,"Lucas-Mullins","Business-focused dynamic instruction set",8100,1517,"failed",29,"DK","DKK","2020-05-27","2021-03-20"
1431,"Micheletto","Sykes","micheletto.sykes@thompson-thompson.com","cat3","technology","subcat3","web",2589,"Tran LLC","Ameliorated fresh-thinking protocol",9800,8153,"failed",132,"US","USD","2021-02-20","2021-04-10"
2830,"Rose","Blanc","rose.blanc@grupo.com","cat4","theater","subcat4","plays",1238,"Dawson, Brady and Gilbert","Front-line optimizing emulation",900,6357,"successful",254,"US","USD","2020-08-19","2021-01-25"
4400,"Vincent","Singh","vincent.singh@gmail.com","cat4","theater","subcat4","plays",164,"Obrien-Aguirre","Devolved uniform complexity",112100,19557,"canceled",184,"US","USD","2021-02-15","2021-11-12"
5773,"Jamie","Peacock","jamie.peacock@interiano-nordio.com","cat2","music","subcat6","electric music",2685,"Ferguson PLC","Public-key intangible superstructure",6300,13213,"successful",176,"US","USD","2020-10-03","2021-02-19"
4161,"Giorgia","Dijoux","giorgia.dijoux@paul.com","cat2","music","subcat17","metal",2836,"Garcia Ltd","Secured global success",5600,5476,"failed",137,"DK","DKK","2020-12-13","2021-04-14"
2062,"Serena","Piacentini","serena.piacentini@yahoo.de","cat4","theater","subcat4","plays",2062,"Smith, Love and Smith","Grass-roots mission-critical capability",800,13474,"successful",337,"CA","CAD","2021-03-11","2021-08-18"
3458,"Dimitri","Posada","dimitri.posada@gmail.com","cat5","film & video","subcat5","documentary",3111,"Wilson, Hall and Osborne","Advanced global data-warehouse",168600,91722,"failed",908,"US","USD","2020-11-18","2021-08-16"
3174,"Alexa","Barillaro","alexa.barillaro@ramos.net","cat3","technology","subcat3","web",1414,"Bell, Grimes and Kerr","Self-enabling uniform complexity",1800,8219,"successful",107,"US","USD","2021-03-05","2022-02-20"
5565,"Megan","Kuhl","megan.kuhl@despacho.com","cat1","food","subcat1","food trucks",2765,"Ho-Harris","Versatile cohesive encoding",7300,717,"failed",10,"US","USD","2020-12-01","2021-09-28"
1906,"Kaitlyn","Farinelli","kaitlyn.farinelli@outlook.com","cat4","theater","subcat4","plays",939,"Ross Group","Organized executive solution",6500,1065,"canceled",32,"IT","EUR","2021-02-02","2021-03-26"
5479,"Jonathan","Castellitto","jonathan.castellitto@libero.it","cat4","theater","subcat4","plays",390,"Turner-Davis","Automated local emulation",600,8038,"successful",183,"US","USD","2021-02-17","2021-06-09"
4320,"Lisa","Terragni","lisa.terragni@proyectos.com","cat4","theater","subcat4","plays",2851,"Smith, Jackson and Herrera","Enterprise-wide intermediate middleware",192900,68769,"failed",1910,"CH","CHF","2021-02-07","2021-10-24"
4213,"Olivier","Petrucelli","olivier.petrucelli@letta-raurica.eu","cat4","theater","subcat4","plays",1607,"Smith-Hess","Grass-roots real-time Local Area Network",6100,3352,"failed",38,"AU","AUD","2020-04-28","2021-03-10"
3373,"Jos","Trobbiani","jos.trobbiani@samson.com","cat4","theater","subcat4","plays",3201,"Brown, Herring and Bass","Organized client-driven capacity",7200,6785,"failed",104,"AU","AUD","2020-11-26","2021-03-11"
4184,"Mirjam","Dawson","mirjam.dawson@yahoo.com","cat2","music","subcat2","rock",641,"Chase, Garcia and Johnson","Adaptive intangible database",3500,5037,"successful",72,"US","USD","2021-05-20","2021-06-21"
5472,"Javier","Tessier","javier.tessier@mclaughlin.biz","cat1","food","subcat1","food trucks",524,"Ramsey and Sons","Grass-roots contextually-based algorithm",3800,1954,"failed",49,"US","USD","2021-11-23","2022-02-05"
5559,"Mirjana","Collins","mirjana.collins@hotmail.com","cat6","publishing","subcat10","nonfiction",2423,"Cooke PLC","Focused executive core",100,5,"failed",1,"DK","DKK","2020-12-05","2021-09-25"
5419,"Vanessa","Tschentscher","vanessa.tschentscher@mitchell.com","cat5","film & video","subcat5","documentary",1532,"Wong-Walker","Multi-channeled disintermediate policy",900,12102,"successful",295,"US","USD","2021-06-08","2021-09-04"
4171,"Antonina","Cobb","antonina.cobb@gibson.org","cat4","theater","subcat4","plays",1748,"Ferguson, Collins and Mata","Customizable bi-directional hardware",76100,24234,"failed",245,"US","USD","2020-06-07","2021-05-24"
1302,"Bernard","Durand","bernard.durand@royer.com","cat2","music","subcat8","indie rock",3168,"Guerrero, Flores and Jenkins","Networked optimal architecture",3400,2809,"failed",32,"US","USD","2021-01-12","2021-12-22"
3520,"Corey","Greggio","corey.greggio@johnson.org.au","cat5","film & video","subcat5","documentary",1077,"Peterson PLC","User-friendly discrete benchmark",2100,11469,"successful",142,"US","USD","2021-02-03","2021-04-10"
6010,"Rodolfo","Couturier","rodolfo.couturier@tim.it","cat4","theater","subcat4","plays",3114,"Townsend Ltd","Grass-roots actuating policy",2800,8014,"successful",85,"US","USD","2021-01-27","2021-05-15"
4617,"Pierre","Cardenas","pierre.cardenas@luzi-bonomo.eu","cat4","theater","subcat4","plays",2547,"Rush, Reed and Hall","Enterprise-wide 3rdgeneration knowledge user",6500,514,"failed",7,"US","USD","2021-08-12","2021-11-18"
1417,"Romeo","Surian","romeo.surian@batista.com","cat6","publishing","subcat14","fiction",2065,"Salazar-Dodson","Face-to-face zero tolerance moderator",32900,43473,"successful",659,"DK","DKK","2021-03-20","2021-09-25"
4770,"Ivo","Moreno","ivo.moreno@hotmail.com","cat4","theater","subcat4","plays",1143,"Davis Ltd","Grass-roots optimizing projection",118200,87560,"failed",803,"US","USD","2021-07-17","2021-11-18"
4328,"Federico","Marie","federico.marie@jourdan.fr","cat2","music","subcat8","indie rock",2545,"Harris-Perry","User-centric 6thgeneration attitude",4100,3087,"canceled",75,"US","USD","2021-03-05","2021-07-26"
5171,"Maggie","Boito","maggie.boito@yahoo.com","cat7","games","subcat12","video games",1315,"Velazquez, Hunt and Ortiz","Switchable zero tolerance website",7800,1586,"failed",16,"US","USD","2021-03-28","2021-04-23"
4394,"Brianna","Hanson","brianna.hanson@stanley.com","cat4","theater","subcat4","plays",2219,"Flores PLC","Focused real-time help-desk",6300,12812,"successful",121,"US","USD","2020-12-09","2021-05-09"
1794,"Heiko","Bourgeois","heiko.bourgeois@togliatti.com","cat4","theater","subcat4","plays",854,"Martinez LLC","Robust impactful approach",59100,183345,"successful",3742,"US","USD","2020-12-31","2022-02-06"
3510,"Benito","Gritti","benito.gritti@gmail.com","cat2","music","subcat2","rock",336,"Miller-Irwin","Secured maximized policy",2200,8697,"successful",223,"US","USD","2021-11-26","2021-12-02"
2487,"Mitzy","Junk","mitzy.junk@zaragoza.com","cat5","film & video","subcat5","documentary",3014,"Sanchez-Morgan","Realigned upward-trending strategy",1400,4126,"successful",133,"US","USD","2020-06-04","2021-04-11"
2215,"Samantha","Lowe","samantha.lowe@praga.it","cat4","theater","subcat4","plays",326,"Lopez, Adams and Johnson","Open-source interactive knowledge user",9500,3220,"failed",31,"US","USD","2021-07-10","2021-08-03"
4136,"Ernesto","Nerger","ernesto.nerger@middleton.co.uk","cat1","food","subcat1","food trucks",2991,"Martin-Marshall","Configurable demand-driven matrix",9600,6401,"failed",108,"IT","EUR","2020-12-19","2021-10-06"
3723,"Melinda","Canova","melinda.canova@orange.fr","cat4","theater","subcat4","plays",1359,"Summers PLC","Cross-group coherent hierarchy",6600,1269,"failed",30,"US","USD","2020-07-31","2021-03-22"
5842,"Mohammad","Hartung","mohammad.hartung@hotmail.com","cat2","music","subcat2","rock",341,"Young, Hart and Ryan","Decentralized demand-driven open system",5700,903,"failed",17,"US","USD","2021-07-29","2021-09-25"
3289,"Ben","Maillot","ben.maillot@ramos.net","cat3","technology","subcat3","web",2365,"Mills Group","Advanced empowering matrix",8400,3251,"canceled",64,"US","USD","2020-03-24","2021-02-22"
1249,"Isabel","Pruschke","isabel.pruschke@gmail.com","cat6","publishing","subcat14","fiction",358,"Sandoval-Powell","Phased holistic implementation",84400,8092,"failed",80,"US","USD","2021-05-09","2021-08-03"
5409,"Linda","Franceschi","linda.franceschi@richards.net","cat5","film & video","subcat13","shorts",583,"Mills, Frazier and Perez","Proactive attitude-oriented knowledge user",170400,160422,"failed",2468,"US","USD","2021-05-30","2021-09-09"
2951,"Olivia","Striebitz","olivia.striebitz@gmail.com","cat4","theater","subcat4","plays",1373,"Hebert Group","Visionary asymmetric Graphical User Interface",117900,196377,"successful",5168,"US","USD","2021-03-18","2021-03-22"
3432,"Penny","Watson","penny.watson@matthews.net","cat5","film & video","subcat5","documentary",2665,"Cole, Smith and Wood","Integrated zero-defect help-desk",8900,2148,"failed",26,"GB","GBP","2021-05-03","2022-01-25"
2297,"Manfred","James","manfred.james@davies.org","cat4","theater","subcat4","plays",2500,"Harris, Hall and Harris","Inverse analyzing matrices",7100,11648,"successful",307,"US","USD","2021-04-18","2021-08-28"
6161,"Hazel","Pierce","hazel.pierce@outlook.com","cat4","theater","subcat4","plays",921,"Saunders Group","Programmable systemic implementation",6500,5897,"failed",73,"US","USD","2020-05-31","2021-01-31"
4603,"Alf","Bates","alf.bates@dunn.com","cat5","film & video","subcat11","animation",135,"Pham, Avila and Nash","Multi-channeled next generation architecture",7200,3326,"failed",128,"US","USD","2020-05-27","2021-04-14"
5818,"Scott","Gough","scott.gough@industrias.com","cat4","theater","subcat4","plays",2413,"Patterson, Salinas and Lucas","Digitized 3rdgeneration encoding",2600,1002,"failed",33,"US","USD","2020-04-10","2021-04-15"
4270,"Konrad","Briones","konrad.briones@fierro.com","cat2","music","subcat2","rock",3004,"Young PLC","Innovative well-modulated functionalities",98700,131826,"successful",2441,"US","USD","2020-09-01","2021-05-03"
6007,"Mathilde","Kruschwitz","mathilde.kruschwitz@yahoo.com","cat7","games","subcat12","video games",1911,"Willis and Sons","Fundamental incremental database",93800,21477,"live",211,"US","USD","2021-04-06","2021-06-16"
4084,"Irma","Gemito","irma.gemito@googlemail.com","cat5","film & video","subcat5","documentary",2726,"Thompson-Bates","Expanded encompassing open architecture",33700,62330,"successful",1385,"GB","GBP","2021-01-05","2021-04-18"
1340,"Antoine","Guyon","antoine.guyon@yahoo.com","cat1","food","subcat1","food trucks",2049,"Rose-Silva","Intuitive static portal",3300,14643,"successful",190,"US","USD","2021-01-30","2021-06-25"
5675,"William","Gibilisco","william.gibilisco@gaillard.com","cat3","technology","subcat9","wearables",1732,"Pacheco, Johnson and Torres","Optional bandwidth-monitored definition",20700,41396,"successful",470,"US","USD","2020-07-30","2021-03-22"
2010,"Judith","Butte","judith.butte@fischer-vaughn.info","cat4","theater","subcat4","plays",1174,"Carlson, Dixon and Jones","Persistent well-modulated synergy",9600,11900,"successful",253,"US","USD","2020-10-28","2021-05-02"
6201,"Joanne","Henderson","joanne.henderson@gmail.com","cat2","music","subcat2","rock",1194,"Mcgee Group","Assimilated discrete algorithm",66200,123538,"successful",1113,"US","USD","2020-06-27","2021-05-04"
1791,"Ludovica","Arellano","ludovica.arellano@morandi-argento.com","cat2","music","subcat2","rock",3176,"Jordan-Acosta","Operative uniform hub",173800,198628,"successful",2283,"US","USD","2020-02-27","2021-02-12"
3314,"Catherine","Gray","catherine.gray@hotmail.com","cat2","music","subcat2","rock",642,"Nunez Inc","Customizable intangible capability",70700,68602,"failed",1072,"US","USD","2020-11-06","2021-07-21"
5852,"Franco","Fioravanti","franco.fioravanti@barry-gill.com.au","cat4","theater","subcat4","plays",34,"Hayden Ltd","Innovative didactic analyzer",94500,116064,"successful",1095,"US","USD","2020-06-17","2021-07-08"
4618,"Heather","Zimmer","heather.zimmer@bluemel.de","cat4","theater","subcat4","plays",217,"Gonzalez-Burton","Decentralized intangible encoding",69800,125042,"successful",1690,"US","USD","2020-12-20","2021-04-27"
2618,"Hortense","Taylor","hortense.taylor@chambers.biz","cat4","theater","subcat4","plays",1693,"Lewis, Taylor and Rivers","Front-line transitional algorithm",136300,108974,"canceled",1297,"CA","CAD","2021-02-07","2022-02-10"
4967,"Livia","Ernst","livia.ernst@colas.fr","cat8","photography","subcat15","photography books",2333,"Butler, Henry and Espinoza","Switchable didactic matrices",37100,34964,"failed",393,"US","USD","2021-04-03","2021-12-23"
4594,"Toby","Etzler","toby.etzler@industrias.com","cat2","music","subcat8","indie rock",80,"Guzman Group","Ameliorated disintermediate utilization",114300,96777,"failed",1257,"US","USD","2021-02-10","2021-09-22"
2080,"Ennio","Leoncavallo","ennio.leoncavallo@sanchez.org","cat4","theater","subcat4","plays",2847,"Gibson-Hernandez","Visionary foreground middleware",47900,31864,"failed",328,"US","USD","2021-02-17","2021-06-09"
2793,"Philippine","Vaca","philippine.vaca@hotmail.com","cat4","theater","subcat4","plays",3104,"Spencer-Weber","Optional zero-defect task-force",9000,4853,"failed",147,"US","USD","2020-12-05","2021-07-13"
4890,"Rhonda","Phillips","rhonda.phillips@yahoo.com","cat7","games","subcat12","video games",980,"Berger, Johnson and Marshall","Devolved exuding emulation",197600,82959,"failed",830,"US","USD","2020-12-12","2021-06-18"
3528,"Alphonse","Nitto","alphonse.nitto@voila.fr","cat5","film & video","subcat7","drama",476,"Taylor, Cisneros and Romero","Open-source neutral task-force",157600,23159,"failed",331,"GB","GBP","2021-04-06","2021-08-09"
5810,"Karina","Arreola","karina.arreola@yahoo.com.au","cat2","music","subcat8","indie rock",116,"Little-Marsh","Virtual attitude-oriented migration",8000,2758,"failed",25,"US","USD","2021-10-07","2021-12-28"
5720,"Denise","Wood","denise.wood@mantegna.com","cat3","technology","subcat3","web",2900,"Petersen and Sons","Open-source full-range portal",900,12607,"successful",191,"US","USD","2021-05-03","2022-02-13"
4593,"Burghard","Rosenow","burghard.rosenow@hotmail.com","cat1","food","subcat1","food trucks",553,"Hensley Ltd","Versatile cohesive open system",199000,142823,"failed",3483,"US","USD","2021-07-27","2021-11-21"
3186,"Friedl","Powell","friedl.powell@laposte.net","cat4","theater","subcat4","plays",2834,"Navarro and Sons","Multi-layered bottom-line frame",180800,95958,"failed",923,"US","USD","2021-05-27","2021-06-01"
5136,"Benjamin","Schultz","benjamin.schultz@rivero-davila.com","cat2","music","subcat18","jazz",2314,"Shannon Ltd","Pre-emptive neutral capacity",100,5,"failed",1,"US","USD","2021-01-19","2021-07-25"
2646,"Rachel","Ulibarri","rachel.ulibarri@schueler.com","cat2","music","subcat2","rock",2005,"Young LLC","Universal maximized methodology",74100,94631,"successful",2013,"US","USD","2021-09-12","2021-10-05"
3460,"Silvano","Blanchet","silvano.blanchet@yahoo.com","cat4","theater","subcat4","plays",2514,"Adams, Willis and Sanchez","Expanded hybrid hardware",2800,977,"failed",33,"CA","CAD","2021-04-25","2021-07-05"
4345,"Kurt","Sauer","kurt.sauer@almanza.biz","cat4","theater","subcat4","plays",702,"Mills-Roy","Profit-focused multi-tasking access",33600,137961,"successful",1703,"US","USD","2020-07-25","2021-04-16"
2690,"Nayeli","Gehringer","nayeli.gehringer@hotmail.com","cat5","film & video","subcat5","documentary",42,"Brown Group","Profit-focused transitional capability",6100,7548,"successful",80,"DK","DKK","2020-11-22","2021-04-06"
4025,"Imelda","Guerin","imelda.guerin@stumpf.net","cat3","technology","subcat9","wearables",948,"Burns-Burnett","Front-line scalable definition",3800,2241,"live",86,"US","USD","2020-08-28","2021-05-19"
4524,"Zbigniew","Holmes","zbigniew.holmes@stiffel.net","cat4","theater","subcat4","plays",2926,"Glass, Nunez and Mcdonald","Open-source systematic protocol",9300,3431,"failed",40,"IT","EUR","2021-10-12","2022-01-18"
3978,"Adela","Alfonsi","adela.alfonsi@despacho.com","cat7","games","subcat12","video games",1971,"Perez, Davis and Wilson","Implemented tangible algorithm",2300,4253,"successful",41,"US","USD","2020-10-20","2021-08-25"
3910,"Hilary","Clark","hilary.clark@libero.it","cat8","photography","subcat15","photography books",748,"Diaz-Garcia","Profit-focused 3rdgeneration circuit",9700,1146,"failed",23,"CA","CAD","2021-03-05","2021-03-14"
5825,"Kornelius","Molina","kornelius.molina@heuser.com","cat5","film & video","subcat11","animation",684,"Salazar-Moon","Compatible needs-based architecture",4000,11948,"successful",187,"US","USD","2020-09-03","2021-07-16"
